,id,category,pagePath,title
13,520,"[{""name"": ""/News/Politics"", ""confidence"": 0.8399999737739563}, {""name"": ""/Law & Government/Government"", ""confidence"": 0.5600000023841858}, {""name"": ""/Finance/Accounting & Auditing/Tax Preparation & Planning"", ""confidence"": 0.550000011920929}]",/tax-reform-a-big-beautiful-christmas-present-says-trump_2363920.html,"Tax Reform: A ‘Big, Beautiful Christmas Present,’ Says Trump"
14,521,"[{""name"": ""/News"", ""confidence"": 0.6200000047683716}, {""name"": ""/Business & Industrial"", ""confidence"": 0.5699999928474426}]",/home-made-rocket-man-ready-to-launch-for-flat-earth-cause_2364988.html,Home-Made Rocket Man Ready to Launch for Flat Earth Cause
15,522,"[{""name"": ""/Autos & Vehicles"", ""confidence"": 0.7400000095367432}, {""name"": ""/Business & Industrial/Transportation & Logistics"", ""confidence"": 0.6700000166893005}]",/strong-winds-topple-dozens-of-trucks-on-u-s-highway_2362942.html,Strong Winds Topple Dozens of Trucks on US Highway
16,523,"[{""name"": ""/Hobbies & Leisure/Outdoors"", ""confidence"": 0.6600000262260437}]",/furry-thief-steals-michigan-hunters-quarry_2364113.html,Furry Thief Steals Michigan Hunter’s Quarry
17,524,"[{""name"": ""/Business & Industrial"", ""confidence"": 0.7400000095367432}]",/living-the-life-of-an-entrepreneur-at-startup-weekend_2362467.html,Living the Life of an Entrepreneur at Startup Weekend
18,527,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9100000262260437}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.8600000143051147}]",/man-accused-of-killing-jogger-made-creepy-request-after-confession_2364370.html,Man Accused of Killing Jogger Made Creepy Request After Confession
19,528,"[{""name"": ""/People & Society"", ""confidence"": 0.8500000238418579}, {""name"": ""/Hobbies & Leisure"", ""confidence"": 0.5199999809265137}]",/death-by-sledge-hammer-highlights-wrongs-of-chinas-donkey-skin-trade_2363988.html,Death by Sledge Hammer Highlights Wrongs of China’s Donkey Skin Trade
20,529,[],/a-chinese-officials-crime-exposes-loophole-in-chinas-housing-system_2364734.html,A Chinese Official’s Crime Exposes Loophole in China’s Housing System
21,530,"[{""name"": ""/Food & Drink/Restaurants"", ""confidence"": 0.7400000095367432}, {""name"": ""/Business & Industrial/Hospitality Industry/Food Service"", ""confidence"": 0.6399999856948853}]",/dining-goes-digital-for-thailands-street-food-vendors_2364990.html,Dining Goes Digital for Thailand’s Street Food Vendors
22,532,"[{""name"": ""/Law & Government/Military"", ""confidence"": 0.8999999761581421}]",/heat-signature-found-in-search-for-missing-argentine-submarine-as-oxygen-runs-out_2364214.html,Heat Signature Found in Search for Missing Argentine Submarine as Oxygen Runs Out
23,534,"[{""name"": ""/Law & Government/Public Safety"", ""confidence"": 0.949999988079071}, {""name"": ""/Health/Public Health"", ""confidence"": 0.8700000047683716}, {""name"": ""/Health/Health Conditions/Infectious Diseases"", ""confidence"": 0.8500000238418579}]",/about-50-employees-fired-for-not-getting-flu-shot_2364097.html,About 50 Employees Fired for Not Getting Flu Shot
24,536,"[{""name"": ""/Sports/Team Sports/Basketball"", ""confidence"": 0.9900000095367432}, {""name"": ""/News/Sports News"", ""confidence"": 0.6200000047683716}]",/former-nba-player-manute-bol-may-have-played-at-50-years-old_2364800.html,Former NBA Player Manute Bol May Have Played at 50 Years Old
25,537,"[{""name"": ""/News/Politics"", ""confidence"": 0.7900000214576721}]",/in-shift-ignited-by-trump-top-saudi-cleric-says-its-wrong-to-fight-israel_2362399.html,"In Shift Ignited by Trump, Top Saudi Cleric Says It’s Wrong to Fight Israel"
26,538,"[{""name"": ""/Business & Industrial"", ""confidence"": 0.75}, {""name"": ""/Law & Government"", ""confidence"": 0.6200000047683716}]",/new-us-sanctions-target-chinese-north-korean-companies_2364704.html,"New US Sanctions Target Chinese, North Korean Companies"
27,539,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9200000166893005}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.6700000166893005}]",/mexico-suffers-deadliest-month-on-record-2017-set-to-be-worst-year_2364943.html,"Mexico Suffers Deadliest Month on Record, 2017 Set to Be Worst Year"
28,541,"[{""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.6899999976158142}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.6000000238418579}]",/jeff-sessions-orders-review-of-gun-background-check-system_2364980.html,Jeff Sessions Orders Review of Gun Background Check System
29,545,"[{""name"": ""/Law & Government/Public Safety/Emergency Services"", ""confidence"": 0.6499999761581421}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.6100000143051147}]",/black-smoke-billows-over-north-london-as-warehouse-fire-breaks-out_2365014.html,Black Smoke Billows Over North London as Warehouse Fire Breaks Out
30,546,"[{""name"": ""/Business & Industrial/Metals & Mining"", ""confidence"": 0.8399999737739563}]",/philippines-keeps-ban-on-open-pit-mining-in-face-of-pressure-from-mining-industry_2364970.html,Philippines Keeps Ban on Open Pit Mining in Face of Pressure From Mining Industry
31,547,"[{""name"": ""/Law & Government/Military"", ""confidence"": 0.8999999761581421}]",/new-way-of-peacekeeping-will-curb-use-of-child-soldiers-says-dallaire_2364700.html,"‘New Way of Peacekeeping’ Will Curb Use of Child Soldiers, Says Dallaire"
32,582,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9700000286102295}, {""name"": ""/News/Politics"", ""confidence"": 0.7200000286102295}]",/trump-responds-to-egypt-terror-attack-that-killed-over-230-people_2365769.html,Trump Responds to Egypt Terror Attack That Killed Over 230 People
33,583,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9200000166893005}]",/dad-accidentally-kills-2-year-old-son-on-thanksgiving_2365646.html,Dad Accidentally Kills 2-Year-Old Son on Thanksgiving
34,590,"[{""name"": ""/Travel"", ""confidence"": 0.6299999952316284}]",/couple-helps-save-united-flight-then-enjoys-nightmare-honeymoon_2260791.html,"Couple Helps Save United Flight, Then Enjoys Nightmare Honeymoon"
35,594,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.5799999833106995}]",/83-cents_2347991.html,Woman yelled at homeless man asking for change—but when he told her what it was for—she was ashamed
36,595,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.9900000095367432}, {""name"": ""/News/Sports News"", ""confidence"": 0.6899999976158142}]",/jerry-jones-says-he-appreciates-trumps-nfl-input_2365826.html,Jerry Jones Says He Appreciates Trump’s NFL Input
37,602,"[{""name"": ""/People & Society/Social Issues & Advocacy/Poverty & Hunger"", ""confidence"": 0.5}]",/homeless-man-finds-10000-check-his-next-decision-changes-his-life_2365671.html,"Homeless Man Finds $10,000 Check, His Next Decision Changes His Life"
38,604,"[{""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.9700000286102295}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.949999988079071}]",/tmz-charles-manson-leaves-estate-to-pen-pal_2365779.html,TMZ: Charles Manson Leaves Estate to Pen Pal
39,609,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.6700000166893005}, {""name"": ""/Law & Government/Public Safety"", ""confidence"": 0.6499999761581421}]",/brawl-shuts-down-alabamas-largest-mall-on-thanksgiving-night_2365723.html,Brawl Shuts Down Alabama’s Largest Mall on Thanksgiving Night
40,610,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9300000071525574}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.6299999952316284}, {""name"": ""/News"", ""confidence"": 0.5699999928474426}]",/mother-reunites-with-her-abducted-son-21-years-later_2088434.html,Mother Reunites With Her Abducted Son 21 Years Later
41,614,"[{""name"": ""/Travel/Tourist Destinations"", ""confidence"": 0.7200000286102295}, {""name"": ""/Reference/Libraries & Museums"", ""confidence"": 0.6800000071525574}, {""name"": ""/Arts & Entertainment/Visual Art & Design/Painting"", ""confidence"": 0.550000011920929}]",/murillo-reaches-across-time-at-the-frick_2363758.html,Murillo Reaches Across Time at The Frick
42,651,"[{""name"": ""/Finance/Investing/Currencies & Foreign Exchange"", ""confidence"": 0.8100000023841858}]",/uk-pushing-to-include-bitcoin-under-money-laundering-rules_2377737.html,UK Pushing to Include Bitcoin Under Money-Laundering Rules
43,662,"[{""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.7400000095367432}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.5600000023841858}, {""name"": ""/Law & Government/Public Safety/Law Enforcement"", ""confidence"": 0.5199999809265137}]",/malta-police-arrest-eight-suspects-in-murder-of-blogger_2377734.html,Malta Police Arrest Eight Suspects in Murder of Blogger
44,708,"[{""name"": ""/Arts & Entertainment/Music & Audio"", ""confidence"": 0.9100000262260437}]",/classical-music-helps-keep-the-peace-in-australian-city_2377712.html,Classical Music Helps Keep the Peace in Australian City
45,715,"[{""name"": ""/Law & Government/Military"", ""confidence"": 0.8299999833106995}]",/south-korea-u-s-kick-off-largest-air-exercise-amid-north-korean-warnings_2377698.html,"South Korea, U.S. Kick Off Largest Air Exercise Amid North Korean Warnings"
46,720,"[{""name"": ""/Arts & Entertainment"", ""confidence"": 0.7400000095367432}]",/shen-yun-has-fantastic-fantasy-stories_2372034.html,Shen Yun Has Fantastic Fantasy Stories
47,729,"[{""name"": ""/Arts & Entertainment"", ""confidence"": 0.8799999952316284}]",/shen-yun-like-a-magical-flower-garden_2372037.html,Shen Yun Like a ‘Magical Flower Garden’
48,734,"[{""name"": ""/Business & Industrial"", ""confidence"": 0.7900000214576721}, {""name"": ""/News"", ""confidence"": 0.5}]",/shareholders-sue-australias-crown-resorts-over-china-marketing_2377707.html,Shareholders Sue Australia’s Crown Resorts Over China Marketing
49,740,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8999999761581421}, {""name"": ""/News/Politics"", ""confidence"": 0.7400000095367432}]",/antifa-extremists-being-investigated-by-fbi_2377625.html,Antifa Extremists Being Investigated by FBI
50,779,"[{""name"": ""/Law & Government/Government/Visa & Immigration"", ""confidence"": 0.7599999904632568}, {""name"": ""/People & Society"", ""confidence"": 0.5799999833106995}]",/us-tells-the-un-it-will-forge-its-own-path-on-immigration_2377632.html,US Tells the UN It Will Forge Its Own Path on Immigration
51,781,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.5600000023841858}]",/in-sydney-an-appeal-to-end-a-persecution_1469903.html,"In Sydney, an Appeal to End a Persecution"
52,782,"[{""name"": ""/Hobbies & Leisure"", ""confidence"": 0.699999988079071}, {""name"": ""/Pets & Animals/Pets/Dogs"", ""confidence"": 0.6600000262260437}]",/corgi-bff_2377631.html,This corgi’s reaction to his best friend moving away has the internet in tears
53,788,"[{""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.6399999856948853}]",/total-immersion-watching-shen-yun_2372027.html,‘Total Immersion’ Watching Shen Yun
54,789,"[{""name"": ""/Travel/Air Travel"", ""confidence"": 0.9399999976158142}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.699999988079071}]",/airplane-forced-to-make-emergency-landing-over-wi-fi-networks-name_2377644.html,Airplane Forced To Make Emergency Landing Over Wi-Fi Network’s Name
55,790,"[{""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.6800000071525574}]",/shen-yun-reminds-us-of-our-purpose-on-earth_2372014.html,Shen Yun Reminds Us of Our Purpose on Earth
56,791,"[{""name"": ""/News/Politics"", ""confidence"": 0.9100000262260437}, {""name"": ""/Law & Government/Government"", ""confidence"": 0.7699999809265137}]",/australian-political-leader-sought-funds-from-beijing-linked-donor_2377653.html,Australian Political Leader Sought Funds From Beijing-Linked Donor
57,792,"[{""name"": ""/Arts & Entertainment/Music & Audio"", ""confidence"": 0.7099999785423279}, {""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.6000000238418579}]",/music-teacher-amazed-by-shen-yun-orchestra_2372003.html,Music Teacher Amazed by Shen Yun Orchestra
58,825,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8799999952316284}]",/wall-street-executive-dies-in-shark-attack_2377566.html,Wall Street Executive Dies in Shark Attack
59,838,"[{""name"": ""/Hobbies & Leisure"", ""confidence"": 0.7699999809265137}, {""name"": ""/Pets & Animals/Wildlife"", ""confidence"": 0.699999988079071}, {""name"": ""/Arts & Entertainment/TV & Video/Online Video"", ""confidence"": 0.6299999952316284}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.5600000023841858}, {""name"": ""/Arts & Entertainment/Online Media"", ""confidence"": 0.5}]",/video-3-cubs-get-rescued-from-a-dumpster_2337376.html,Video: 3 Cubs Get Rescued From a Dumpster
60,844,"[{""name"": ""/Travel/Air Travel"", ""confidence"": 0.7699999809265137}]",/randi-zuckerberg-sister-of-facebook-founder-says-she-was-harassed-on-airplane_2377599.html,"Randi Zuckerberg, Sister of Facebook Founder, Says She Was Harassed on Airplane"
61,845,"[{""name"": ""/Hobbies & Leisure"", ""confidence"": 0.6600000262260437}, {""name"": ""/Pets & Animals"", ""confidence"": 0.6399999856948853}]",/pot-bellied-pigs-owner-suddenly-collapses-the-pet-becomes-an-unlikely-hero_2369901.html,Pot-bellied pig’s owner suddenly collapses — the pet becomes an unlikely hero
62,847,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.7799999713897705}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.6600000262260437}, {""name"": ""/News"", ""confidence"": 0.550000011920929}]",/police-ask-publics-help-in-finding-missing-13-year-old-teenager_2377559.html,Police Ask Publics Help in Finding Missing 13-Year-Old Teenager
63,854,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.9700000286102295}]",/kc-chiefs-cb-marcus-peters-leaves-after-throwing-referee-flag-in-stands_2377609.html,KC Chiefs CB Marcus Peters Leaves After Throwing Referee Flag in Stands
64,860,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8899999856948853}]",/earthquake-detected-near-north-korea-nuclear-test-site_2377556.html,Earthquake Detected Near North Korea Nuclear Test Site
65,865,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8100000023841858}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.699999988079071}, {""name"": ""/Law & Government/Legal"", ""confidence"": 0.5}, {""name"": ""/News"", ""confidence"": 0.5}]",/ex-stanford-swimmer-brock-turner-appeals-assault-conviction_2377585.html,Ex-Stanford Swimmer Brock Turner Appeals Assault Conviction
66,866,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8299999833106995}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.6299999952316284}, {""name"": ""/News"", ""confidence"": 0.5699999928474426}]",/florida-teen-was-scared-to-leave-country-with-former-coach_2377603.html,Florida Teen Was Scared to Leave Country With Former Coach
67,898,"[{""name"": ""/News/Politics"", ""confidence"": 0.949999988079071}]",/trump-suggests-investors-sue-abc-over-false-and-dishonest-report_2377491.html,Trump Suggests Investors Sue ABC Over ‘False and Dishonest’ Report
68,900,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.9599999785423279}, {""name"": ""/News/Sports News"", ""confidence"": 0.5199999809265137}]",/tom-brady-seen-yelling-at-patriots-offensive-coordinator_2377540.html,Tom Brady Seen Yelling at Patriots Offensive  Coordinator
69,902,"[{""name"": ""/Health/Women's Health"", ""confidence"": 0.9399999976158142}, {""name"": ""/Health/Reproductive Health"", ""confidence"": 0.9100000262260437}, {""name"": ""/People & Society/Family & Relationships/Family"", ""confidence"": 0.5299999713897705}]",/first-baby-born-in-us-from-woman-with-uterus-transplant-in-texas_2377468.html,First Baby Born in US From Woman With Uterus Transplant in Texas
71,910,"[{""name"": ""/News"", ""confidence"": 0.5600000023841858}, {""name"": ""/Shopping/Apparel/Casual Apparel"", ""confidence"": 0.5299999713897705}]",/walmart-under-fire-for-selling-antifa-t-shirts_2377517.html,Walmart Under Fire for Selling Antifa T-Shirts
72,913,"[{""name"": ""/People & Society/Family & Relationships"", ""confidence"": 0.7300000190734863}]",/rude-woman-was-making-comments-about-struggling-mom-in-walmart-neither-expected-someone-to-step-in_2304756.html,Rude woman was making comments about struggling mom in Walmart—neither expected someone to step in
73,925,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8799999952316284}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.7200000286102295}]",/missing-army-veteran-and-her-dog-found-in-shallow-grave-police-say_2377521.html,"Missing Army Veteran and Her Dog Found in Shallow Grave, Police Say"
74,931,"[{""name"": ""/News"", ""confidence"": 0.6600000262260437}]",/golden-krust-founder-and-ceo-found-dead-inside-bronx-factory-in-suspected-suicide_2371673.html,‘Golden Krust’ Founder and CEO Found Dead Inside Bronx Factory in Suspected Suicide
75,946,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9200000166893005}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.5299999713897705}]",/father-gets-in-standoff-with-police-to-prevent-doctors-from-pulling-the-plug-on-son-in-coma_2069152.html,Father Gets in Standoff With Police to Prevent Doctors From Pulling the Plug on Son in Coma
76,947,"[{""name"": ""/Law & Government/Government"", ""confidence"": 0.7699999809265137}, {""name"": ""/News/Business News"", ""confidence"": 0.6000000238418579}]",/greece-lenders-reach-deal-on-reforms-under-bailout-review_2377424.html,"Greece, Lenders Reach Deal on Reforms Under Bailout Review"
77,950,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9900000095367432}, {""name"": ""/Science/Earth Sciences/Geology"", ""confidence"": 0.6100000143051147}]",/6-0-magnitude-earthquake-hits-coast-of-ecuador_2377450.html,6.0-Magnitude Earthquake Hits Coast of Ecuador
78,952,"[{""name"": ""/Pets & Animals/Pets/Dogs"", ""confidence"": 0.8999999761581421}, {""name"": ""/Law & Government/Public Safety"", ""confidence"": 0.8399999737739563}, {""name"": ""/Hobbies & Leisure"", ""confidence"": 0.800000011920929}]",/florida-police-officer-rescues-puppy-while-on-duty_2074810.html,Florida Police Officer Rescues Puppy While on Duty
79,958,"[{""name"": ""/Food & Drink/Restaurants"", ""confidence"": 0.9100000262260437}]",/fellow-diners-say-family-of-child-ruined-their-dinner-send-nasty-note_2067404.html,"Fellow Diners Say Family of Child Ruined ‘Their Dinner,’ Send Nasty Note"
80,967,"[{""name"": ""/People & Society/Family & Relationships/Family"", ""confidence"": 0.9599999785423279}, {""name"": ""/Health/Health Conditions/Genetic Disorders"", ""confidence"": 0.5099999904632568}, {""name"": ""/Health/Reproductive Health"", ""confidence"": 0.5}]",/african-family-gives-birth-to-baby-with-blonde-hair-and-blue-eyes_1990747.html,African Family Gives Birth to Baby With Blonde Hair and Blue Eyes
81,970,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.699999988079071}, {""name"": ""/News/Politics"", ""confidence"": 0.5400000214576721}]",/eagles-malcom-jenkins-says-he-wont-protest-anthem-any-more_2377470.html,Eagles’ Malcom Jenkins Says He Won’t Protest Anthem Any More
82,976,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8700000047683716}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.800000011920929}]",/officials-think-body-of-missing-north-carolina-girl-mariah-woods-found_2377462.html,Officials Think Body of Missing North Carolina Girl Mariah Woods Found
83,979,"[{""name"": ""/Health/Health Conditions/Neurological Conditions"", ""confidence"": 0.8999999761581421}, {""name"": ""/Arts & Entertainment"", ""confidence"": 0.5699999928474426}]",/boy-with-autism-rarely-speaks-to-strangers-but-he-made-an-exception-to-make-a-special-request_2371431.html,Boy with autism rarely speaks to strangers- but he made an exception to make a special request
84,983,"[{""name"": ""/Law & Government/Government"", ""confidence"": 0.6600000262260437}, {""name"": ""/News/Business News"", ""confidence"": 0.5799999833106995}, {""name"": ""/Business & Industrial"", ""confidence"": 0.5699999928474426}, {""name"": ""/Finance/Banking"", ""confidence"": 0.5600000023841858}]",/in-china-investigation-into-eight-banking-executives-expose-widespread-corruption_2377430.html,"In China, Investigation into Eight Banking Executives Expose Widespread Corruption"
85,987,"[{""name"": ""/Hobbies & Leisure/Special Occasions/Weddings"", ""confidence"": 0.9700000286102295}, {""name"": ""/People & Society/Family & Relationships/Marriage"", ""confidence"": 0.9700000286102295}]",/bride-is-disappointed-to-spend-her-wedding-in-a-cast-then-the-groom-plans-something-that-makes-her-laugh_2304727.html,Bride is disappointed to spend her wedding in a cast—then the groom plans something that makes her laugh
86,994,"[{""name"": ""/Health/Health Conditions"", ""confidence"": 0.9599999785423279}]",/texas-womans-headaches-have-unexpected-cause_2067431.html,Texas Woman’s Headaches Have Unexpected Cause
87,1019,"[{""name"": ""/People & Society"", ""confidence"": 0.8799999952316284}]",/pope-says-his-defense-of-rohingya-got-through-in-burma_2377407.html,Pope Says His Defense of Rohingya Got Through in Burma
88,1022,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8500000238418579}]",/nigeria-puts-fortress-towns-at-heart-of-new-boko-haram-strategy_2377413.html,Nigeria Puts Fortress Towns at Heart of New Boko Haram Strategy
89,1039,"[{""name"": ""/Autos & Vehicles"", ""confidence"": 0.9599999785423279}, {""name"": ""/News/Business News"", ""confidence"": 0.6700000166893005}]",/volkswagen-misused-me-accused-executive-tells-judge_2377393.html,"Volkswagen ‘Misused’ Me, Accused Executive Tells Judge"
90,1042,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.7900000214576721}]",/saudi-led-coalition-provides-air-support-for-yemens-saleh_2377399.html,Saudi-Led Coalition Provides Air Support for Yemen’s Saleh
91,1085,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9599999785423279}, {""name"": ""/Jobs & Education/Education"", ""confidence"": 0.5799999833106995}, {""name"": ""/News"", ""confidence"": 0.5400000214576721}]",/colorado-10-year-old-commits-suicide-after-her-school-fight-video-is-posted-on-music-ly_2377368.html,Colorado 10-Year-Old Commits Suicide After Her School Fight Video Is Posted on Music.ly
92,1086,"[{""name"": ""/Autos & Vehicles"", ""confidence"": 0.9800000190734863}]",/ford-motor-sues-john-cena-for-selling-his-rare-2017-ford-gt_2377239.html,Ford Motor Sues John Cena for Selling His Rare 2017 Ford GT
93,1091,"[{""name"": ""/News/Politics"", ""confidence"": 0.8999999761581421}, {""name"": ""/Law & Government/Government"", ""confidence"": 0.7400000095367432}]",/australian-former-deputy-prime-minister-returns-to-parliament_2377354.html,Australian Former Deputy Prime Minister Returns to Parliament
94,1095,"[{""name"": ""/Law & Government/Government"", ""confidence"": 0.9399999976158142}, {""name"": ""/News/Politics"", ""confidence"": 0.9300000071525574}]",/australia-appoints-acting-prime-minister-as-turnbull-travels-overseas-amid-dual-citizenship-mix-up_2344106.html,Australia Appoints Acting Prime Minister As Turnbull Travels Overseas Amid Dual Citizenship Mix-up
95,1097,"[{""name"": ""/News"", ""confidence"": 0.6000000238418579}]",/homeless-belongings_2304755.html,"Homeless man collapses, is taken to hospital. Then woman sees what’s in cart he left behind—takes it"
96,1098,"[{""name"": ""/Business & Industrial"", ""confidence"": 0.8500000238418579}, {""name"": ""/Law & Government/Military"", ""confidence"": 0.8399999737739563}]",/pentagon-evaluating-u-s-west-coast-missile-defense-sites_2377379.html,Pentagon Evaluating U.S. West Coast Missile Defense Sites
97,1103,"[{""name"": ""/Arts & Entertainment/Performing Arts/Acting & Theater"", ""confidence"": 0.5400000214576721}]",/shen-yun-backdrops-huge-part-of-the-show-says-senior-manager_2371956.html,Shen Yun Backdrops ‘Huge Part of the Show’ Says Senior Manager
98,1105,"[{""name"": ""/Reference"", ""confidence"": 0.7599999904632568}, {""name"": ""/People & Society/Social Sciences/Economics"", ""confidence"": 0.5199999809265137}]",/capitalism-how-capitalists-took-the-word-from-communists_2370727.html,Capitalism: How Capitalists Took the Word From Communists
99,1110,[],/disabled-man-enters-mcdonalds-but-when-woman-sees-how-hes-treated-she-snaps-photo-it-goes-viral_2322400.html,"Elderly man cuts in front of her in McDonalds, but then he whispers three words. What cashier did—it goes viral"
